0|0|0|640|386767
3|57|1|640|395595
3|48|1|640|395597
3|50|1|640|395598
3|53|1045|640|395602
3|54|738|640|395604
0|2|0|640|395611
0|0|0|640|395613
3|57|1|640|404945
3|48|1|640|404948
3|50|1|640|404949
3|53|1045|640|404952
3|54|737|640|404954
0|2|0|640|404961
0|0|0|640|404962
3|57|1|640|413278
3|48|1|640|413280
3|50|1|640|413281
3|53|1045|640|413284
3|54|736|640|413287
0|2|0|640|413294
0|0|0|640|413296
3|57|1|640|422015
3|48|1|640|422017
3|50|1|640|422018
3|53|1045|640|422022
3|54|732|640|422024
0|2|0|640|422031
0|0|0|640|422033
3|57|1|640|430889
3|48|1|640|430891
3|50|1|640|430893
3|53|1046|640|430896
3|54|727|640|430898
0|2|0|640|430905
0|0|0|640|430907
3|57|1|640|439654
3|48|1|640|439656
3|50|1|640|439657
3|53|1047|640|439660
3|54|722|640|439663
0|2|0|640|439670
0|0|0|640|439671
3|57|1|640|448547
3|48|1|640|448549
3|50|1|640|448550
3|53|1048|640|448553
3|54|714|640|448555
0|2|0|640|448563
0|0|0|640|448564
3|57|1|640|457310
3|48|1|640|457312
3|50|1|640|457313
3|53|1049|640|457317
3|54|704|640|457320
0|2|0|640|457326
0|0|0|640|457329
3|57|1|640|466063
3|48|1|640|466065
3|50|1|640|466066
3|53|1052|640|466069
3|54|695|640|466072
0|2|0|640|466079
0|0|0|640|466081
3|57|1|640|474944
3|48|1|640|474947
3|50|1|640|474948
3|53|1053|640|474951
3|54|685|640|474954
0|2|0|640|474961
0|0|0|640|474963
3|57|1|640|483782
3|48|1|640|483784
3|50|1|640|483785
3|53|1055|640|483788
3|54|672|640|483791
0|2|0|640|483798
0|0|0|640|483800
3|57|1|640|492564
3|48|1|640|492567
3|50|1|640|492568
3|53|1057|640|492572
3|54|656|640|492574
0|2|0|640|492582
0|0|0|640|492584
3|57|1|640|501449
3|48|1|640|501451
3|50|1|640|501452
3|53|1058|640|501455
3|54|637|640|501458
0|2|0|640|501465
0|0|0|640|501467
3|57|1|640|510237
3|48|1|640|510239
3|50|1|640|510241
3|53|1059|640|510244
3|54|617|640|510246
0|2|0|640|510253
0|0|0|640|510256
3|57|1|640|518968
3|48|1|640|518970
3|50|1|640|518971
3|53|1060|640|518975
3|54|599|640|518977
0|2|0|640|518985
0|0|0|640|518987
3|57|1|640|527876
3|48|1|640|527878
3|50|1|640|527879
3|53|1061|640|527882
3|54|579|640|527885
0|2|0|640|527892
0|0|0|640|527894
3|57|1|640|536659
3|48|1|640|536661
3|50|1|640|536662
3|53|1061|640|536666
3|54|560|640|536668
0|2|0|640|536676
0|0|0|640|536678
3|57|1|640|545490
3|48|1|640|545492
3|50|1|640|545493
3|53|1063|640|545496
3|54|537|640|545499
0|2|0|640|545506
0|0|0|640|545507
3|57|1|640|554292
3|48|1|640|554294
3|50|1|640|554295
3|53|1063|640|554299
3|54|515|640|554301
0|2|0|640|554308
0|0|0|640|554309
3|57|1|640|563108
3|48|1|640|563109
3|50|1|640|563111
3|53|1063|640|563114
3|54|493|640|563117
0|2|0|640|563124
0|0|0|640|563126
3|57|1|640|571998
3|48|1|640|572000
3|50|1|640|572002
3|53|1063|640|572005
3|54|469|640|572008
0|2|0|640|572015
0|0|0|640|572017
3|57|1|640|580742
3|48|1|640|580744
3|50|1|640|580745
3|53|1063|640|580748
3|54|444|640|580751
0|2|0|640|580758
0|0|0|640|580760
3|57|1|640|589564
3|48|1|640|589566
3|50|1|640|589568
3|53|1063|640|589571
3|54|420|640|589573
0|2|0|640|589580
0|0|0|640|589582
3|57|1|640|598375
3|48|1|640|598378
3|50|1|640|598379
3|53|1063|640|598382
3|54|398|640|598384
0|2|0|640|598391
0|0|0|640|598393
3|57|1|640|607234
3|48|1|640|607236
3|50|1|640|607237
3|53|1063|640|607241
3|54|375|640|607244
0|2|0|640|607251
0|0|0|640|607254
3|57|1|640|615982
3|48|1|640|615984
3|50|1|640|615985
3|53|1063|640|615988
3|54|352|640|615991
0|2|0|640|615998
0|0|0|640|616000
3|57|1|640|624905
3|48|1|640|624907
3|50|1|640|624908
3|53|1063|640|624911
3|54|331|640|624914
0|2|0|640|624921
0|0|0|640|624923
3|57|1|640|633659
3|48|1|640|633661
3|50|1|640|633662
3|53|1063|640|633666
3|54|311|640|633668
0|2|0|640|633675
0|0|0|640|633678
3|57|1|640|642478
3|48|1|640|642480
3|50|1|640|642481
3|53|1063|640|642484
3|54|295|640|642486
0|2|0|640|642493
0|0|0|640|642495
3|57|1|640|651320
3|48|1|640|651322
3|50|1|640|651323
3|53|1063|640|651327
3|54|277|640|651329
0|2|0|640|651336
0|0|0|640|651338
3|57|1|640|660108
3|48|1|640|660110
3|50|1|640|660111
3|53|1063|640|660114
3|54|260|640|660117
0|2|0|640|660124
0|0|0|640|660126
3|57|1|640|668834
3|48|1|640|668836
3|50|1|640|668837
3|53|1063|640|668840
3|54|245|640|668843
0|2|0|640|668850
0|0|0|640|668852
3|57|1|640|677811
3|48|1|640|677814
3|50|1|640|677815
3|53|1063|640|677818
3|54|235|640|677821
0|2|0|640|677827
0|0|0|640|677829
3|57|1|640|686632
3|48|1|640|686635
3|50|1|640|686636
3|53|1063|640|686639
3|54|225|640|686642
0|2|0|640|686649
0|0|0|640|686651
3|57|1|640|695409
3|48|1|640|695411
3|50|1|640|695413
3|53|1063|640|695415
3|54|218|640|695418
0|2|0|640|695425
0|0|0|640|695426
3|57|1|640|704231
3|48|1|640|704234
3|50|1|640|704235
3|53|1063|640|704238
3|54|213|640|704241
0|2|0|640|704247
0|0|0|640|704250
3|57|1|640|712921
3|48|1|640|712923
3|50|1|640|712924
3|53|1063|640|712927
3|54|211|640|712930
0|2|0|640|712938
0|0|0|640|712939
3|57|1|640|721887
3|48|1|640|721890
3|50|1|640|721891
3|53|1063|640|721895
3|54|209|640|721898
0|2|0|640|721905
0|0|0|640|721908
3|57|1|640|757121
3|48|1|640|757123
3|50|1|640|757124
3|53|1061|640|757128
3|54|209|640|757130
0|2|0|640|757137
0|0|0|640|757139
3|57|1|640|862828
3|48|1|640|862830
3|50|1|640|862832
3|53|1060|640|862835
3|54|209|640|862837
0|2|0|640|862845
0|0|0|640|862847
3|57|1|640|898197
3|48|1|640|898199
3|50|1|640|898200
3|53|1061|640|898204
3|54|209|640|898206
0|2|0|640|898213
0|0|0|640|898215
3|57|1|640|906650
3|48|0|640|906654
3|50|0|640|906656
3|53|1061|640|906658
3|54|209|640|906661
3|24|0|640|906664
1|330|0|640|906666
0|2|0|640|906667
0|0|0|640|906669
3|57|1|642|434637
3|48|1|642|434670
3|50|1|642|434672
3|53|1095|642|434676
3|54|673|642|434680
3|24|1024|642|434694
1|330|1|642|434710
0|2|0|642|434713
0|0|0|642|434741
3|57|1|642|490052
3|48|1|642|490053
3|50|1|642|490054
3|53|1096|642|490055
3|54|673|642|490056
0|2|0|642|490059
0|0|0|642|490060
3|57|1|642|498811
3|48|1|642|498812
3|50|1|642|498812
3|53|1097|642|498814
3|54|673|642|498815
0|2|0|642|498818
0|0|0|642|498819
3|57|1|642|783580
3|48|1|642|783582
3|50|1|642|783584
3|53|1097|642|783587
3|54|673|642|783590
0|2|0|642|783592
3|57|2|642|783595
3|48|1|642|783597
3|50|1|642|783599
3|53|909|642|783601
3|54|378|642|783604
0|2|0|642|783611
0|0|0|642|783613
3|57|1|643|53174
3|48|1|643|53206
3|50|1|643|53208
3|53|1097|643|53223
3|54|673|643|53227
0|2|0|643|53230
3|57|2|643|53233
3|48|1|643|53237
3|50|1|643|53239
3|53|908|643|53242
3|54|378|643|53253
0|2|0|643|53271
0|0|0|643|53311
3|57|1|643|663394
3|48|1|643|663396
3|50|1|643|663397
3|53|1097|643|663400
3|54|673|643|663403
0|2|0|643|663406
3|57|2|643|663408
3|48|1|643|663411
3|50|1|643|663412
3|53|908|643|663414
3|54|376|643|663417
0|2|0|643|663424
0|0|0|643|663426
3|57|1|643|679934
3|48|1|643|679936
3|50|1|643|679938
3|53|1097|643|679941
3|54|673|643|679943
0|2|0|643|679946
3|57|2|643|679949
3|48|0|643|679951
3|50|0|643|679952
3|53|908|643|679955
3|54|376|643|679957
3|24|0|643|679960
1|330|0|643|679962
0|2|0|643|679963
0|0|0|643|679965
3|57|1|643|706025
3|48|1|643|706027
3|50|1|643|706029
3|53|1097|643|706032
3|54|672|643|706035
3|24|1024|643|706038
1|330|1|643|706041
0|2|0|643|706044
0|0|0|643|706046
3|57|1|643|723653
3|48|1|643|723655
3|50|1|643|723656
3|53|1099|643|723660
3|54|672|643|723662
0|2|0|643|723670
0|0|0|643|723672
3|57|1|643|776485
3|48|1|643|776487
3|50|1|643|776488
3|53|1100|643|776492
3|54|672|643|776494
0|2|0|643|776501
0|0|0|643|776503
3|57|1|643|846983
3|48|1|643|846985
3|50|1|643|846987
3|53|1101|643|846990
3|54|672|643|846993
0|2|0|643|847000
0|0|0|643|847002
3|57|1|643|864524
3|48|1|643|864527
3|50|1|643|864528
3|53|1102|643|864531
3|54|672|643|864533
0|2|0|643|864540
0|0|0|643|864542
3|57|1|643|926326
3|48|1|643|926328
3|50|1|643|926329
3|53|1102|643|926333
3|54|673|643|926335
0|2|0|643|926342
0|0|0|643|926344
3|57|1|644|14519
3|48|1|644|14521
3|50|1|644|14522
3|53|1101|644|14525
3|54|673|644|14528
0|2|0|644|14535
0|0|0|644|14537
3|57|1|644|40541
3|48|0|644|40545
3|50|0|644|40546
3|53|1101|644|40549
3|54|673|644|40552
3|24|0|644|40555
1|330|0|644|40557
0|2|0|644|40558
0|0|0|644|40560
3|57|1|645|894665
3|48|1|645|894694
3|50|1|645|894696
3|53|54|645|894700
3|54|521|645|894709
3|24|1024|645|894723
1|330|1|645|894740
0|2|0|645|894743
0|0|0|645|894767
3|57|1|645|935280
3|48|0|645|935302
3|50|0|645|935304
3|53|54|645|935313
3|54|521|645|935327
3|24|0|645|935340
1|330|0|645|935360
0|2|0|645|935362
0|0|0|645|935375
3|57|1|647|217289
3|48|1|647|217292
3|50|1|647|217293
3|53|42|647|217296
3|54|394|647|217299
3|24|1024|647|217301
1|330|1|647|217305
0|2|0|647|217308
0|0|0|647|217310
3|57|1|647|235096
3|48|1|647|235098
3|50|1|647|235099
3|53|44|647|235102
3|54|398|647|235105
0|2|0|647|235112
0|0|0|647|235114
3|57|1|647|243876
3|48|1|647|243878
3|50|1|647|243879
3|53|50|647|243882
3|54|409|647|243884
0|2|0|647|243891
0|0|0|647|243893
3|57|1|647|252293
3|48|0|647|252296
3|50|0|647|252298
3|53|50|647|252300
3|54|409|647|252303
3|24|0|647|252305
1|330|0|647|252307
0|2|0|647|252308
0|0|0|647|252310
